ID,Sites,value
Musa_itinerans,MYB_4R,1
Musa_acuminata,MYB_4R,1
Musa_balbisiana,MYB_4R,1
Ananas_comosus,MYB_4R,0
Kobresia_littledalei,MYB_4R,0
Cleistogenes_songorica,MYB_4R,1
Oropetium_thomaeum,MYB_4R,2
Eleusine_coracana,MYB_4R,0
Eleusine_indica,MYB_4R,1
Zoysia_matrella,MYB_4R,0
Zoysia_pacifica,MYB_4R,0
Zoysia_japonica,MYB_4R,0
Eragrostis_tef,MYB_4R,0
Eragrostis_curvula,MYB_4R,2
Eragrostis_nindensis,MYB_4R,3
Zea_mays,MYB_4R,1
Coix_lacryma-jobi,MYB_4R,1
Sorghum_bicolor,MYB_4R,1
Miscanthus_lutarioriparius,MYB_4R,1
Miscanthus_sinensis,MYB_4R,1
Saccharum_spp,MYB_4R,0
Saccharum_spontaneum,MYB_4R,5
Panicum_miliaceum,MYB_4R,0
Dichanthelium_oligosanthes,MYB_4R,1
Digitaria_exilis,MYB_4R,4
Panicum_hallii,MYB_4R,1
Cenchrus_purpureus,MYB_4R,1
Setaria_viridis,MYB_4R,1
Alloteropsis_semialata,MYB_4R,1
Echinochloa_crus-galli,MYB_4R,6
Zizania_palustris,MYB_4R,0
Leersia_perrieri,MYB_4R,0
Oryza_granulata,MYB_4R,0
Oryza_brachyantha,MYB_4R,0
Oryza_coarctata,MYB_4R,0
Oryza_officinalis,MYB_4R,0
Oryza_rhizomatis,MYB_4R,0
Oryza_sativa,MYB_4R,0
Oryza_glaberrima,MYB_4R,0
Bonia_amplexicaulis,MYB_4R,0
Guadua_angustifolia,MYB_4R,0
Olyra_latifolia,MYB_4R,0
Raddia_guianensis,MYB_4R,0
Raddia_distichophylla,MYB_4R,0
Brachypodium_hybridum,MYB_4R,0
Brachypodium_stacei,MYB_4R,0
Brachypodium_distachyon,MYB_4R,0
Puccinellia_tenuiflora,MYB_4R,1
Avena_eriantha,MYB_4R,0
Avena_atlantica,MYB_4R,0
Secale_cereale,MYB_4R,0
Hordeum_vulgare,MYB_4R,1
Aegilops_tauschii,MYB_4R,1
Triticum_urartu,MYB_4R,1
Triticum_aestivum,MYB_4R,3
Triticum_turgidum,MYB_4R,1
Eschscholzia_californica,MYB_4R,1
Macleaya_cordata,MYB_4R,1
Papaver_somniferum,MYB_4R,2
Kingdonia_uniflora,MYB_4R,0
Coptis_chinensis,MYB_4R,1
Aquilegia_coerulea,MYB_4R,1
Thalictrum_thalictroides,MYB_4R,2
Nelumbo_nucifera,MYB_4R,1
Macadamia_integrifolia,MYB_4R,2
Tetracentron_sinense,MYB_4R,1
Trochodendron_aralioides,MYB_4R,3
Malania_oleifera,MYB_4R,2
Fagopyrum_tataricum,MYB_4R,4
Fagopyrum_esculentum,MYB_4R,0
Aldrovanda_vesiculosa,MYB_4R,1
Dionaea_muscipula,MYB_4R,1
Drosera_spatulata,MYB_4R,1
Simmondsia_chinensis,MYB_4R,1
Phytolacca_americana,MYB_4R,2
Selenicereus_undatus,MYB_4R,1
Dianthus_caryophyllus,MYB_4R,2
Amaranthus_palmeri,MYB_4R,0
Amaranthus_tuberculatus,MYB_4R,0
Amaranthus_hybridus,MYB_4R,0
Amaranthus_hypochondriacus,MYB_4R,0
Suaeda_aralocaspica,MYB_4R,0
Beta_patula,MYB_4R,2
Beta_vulgaris,MYB_4R,1
Spinacia_oleracea,MYB_4R,1
Atriplex_hortensis,MYB_4R,0
Chenopodium_pallidicaule,MYB_4R,1
Chenopodium_quinoa,MYB_4R,1
Hydrangea_macrophylla,MYB_4R,0
Davidia_involucrata,MYB_4R,0
Camptotheca_acuminata,MYB_4R,0
Nyssa_sinensis,MYB_4R,1
Nyssa_yunnanensis,MYB_4R,0
Diospyros_oleifera,MYB_4R,1
Diospyros_lotus,MYB_4R,0
Aegiceras_corniculatum,MYB_4R,0
Primula_vulgaris,MYB_4R,0
Primula_veris,MYB_4R,1
Camellia_sinensis,MYB_4R,1
Roridula_gorgonias,MYB_4R,0
Actinidia_eriantha,MYB_4R,0
Clethra_arborea,MYB_4R,0
Vaccinium_myrtillus,MYB_4R,0
Vaccinium_corymbosum,MYB_4R,3
Vaccinium_macrocarpon,MYB_4R,1
Vaccinium_microcarpum,MYB_4R,0
Rhododendron_delavayi,MYB_4R,0
Rhododendron_williamsianum,MYB_4R,2
Rhododendron_griersonianum,MYB_4R,0
Rhododendron_simsii,MYB_4R,0
Lonicera_japonica,MYB_4R,0
Panax_ginseng,MYB_4R,2
Daucus_carota,MYB_4R,0
Apium_graveolens,MYB_4R,0
Coriandrum_sativum,MYB_4R,0
Carthamus_tinctorius,MYB_4R,1
Cynara_cardunculus,MYB_4R,1
Lactuca_sativa,MYB_4R,0
Taraxacum_kok-saghyz,MYB_4R,0
Helianthus_annuus,MYB_4R,1
Stevia_rebaudiana,MYB_4R,0
Mikania_micrantha,MYB_4R,0
Artemisia_annua,MYB_4R,7
Chrysanthemum_seticuspe,MYB_4R,5
Chrysanthemum_nankingense,MYB_4R,1
Fraxinus_excelsior,MYB_4R,4
Olea_europaea,MYB_4R,1
Boea_hygrometrica,MYB_4R,0
Buddleja_alternifolia,MYB_4R,0
Antirrhinum_majus,MYB_4R,0
Jacaranda_mimosifolia,MYB_4R,0
Handroanthus_impetiginosus,MYB_4R,0
Strobilanthes_cusia,MYB_4R,0
Genlisea_aurea,MYB_4R,0
Utricularia_gibba,MYB_4R,0
Utricularia_reniformis,MYB_4R,2
Striga_asiatica,MYB_4R,0
Phtheirospermum_japonicum,MYB_4R,0
Erythranthe_luteus,MYB_4R,4
Erythranthe_guttatus,MYB_4R,0
Callicarpa_americana,MYB_4R,0
Tectona_grandis,MYB_4R,0
Pogostemon_cablin,MYB_4R,4
Scutellaria_barbata,MYB_4R,0
Scutellaria_baicalensis,MYB_4R,0
Ocimum_sanctum,MYB_4R,0
Mentha_longifolia,MYB_4R,0
Salvia_miltiorrhiza,MYB_4R,0
Salvia_splendens,MYB_4R,2
Catharanthus_roseus,MYB_4R,0
Calotropis_gigantea,MYB_4R,0
Asclepias_syriaca,MYB_4R,0
Ophiorrhiza_pumila,MYB_4R,0
Chiococca_alba,MYB_4R,4
Mitragyna_speciosa,MYB_4R,1
Gardenia_jasminoides,MYB_4R,0
Coffea_arabica,MYB_4R,0
Coffea_canephora,MYB_4R,0
Cuscuta_australis,MYB_4R,0
Cuscuta_campestris,MYB_4R,0
Ipomoea_triloba,MYB_4R,1
Ipomoea_nil,MYB_4R,1
Nicotiana_sylvestris,MYB_4R,0
Nicotiana_tabacum,MYB_4R,0
Nicotiana_tomentosiformis,MYB_4R,0
Datura_stramonium,MYB_4R,0
Capsicum_baccatum,MYB_4R,0
Capsicum_annuum,MYB_4R,0
Capsicum_chinense,MYB_4R,0
Solanum_commersonii,MYB_4R,3
Solanum_phureja,MYB_4R,0
Solanum_aethiopicum,MYB_4R,0
Solanum_tuberosum,MYB_4R,0
Solanum_chacoense,MYB_4R,2
Solanum_chilense,MYB_4R,0
Solanum_pennellii,MYB_4R,0
Solanum_lycopersicum,MYB_4R,0
Solanum_pimpinellifolium,MYB_4R,0
Paeonia_suffruticosa,MYB_4R,3
Kalanchoe_fedtschenkoi,MYB_4R,0
Rhodiola_crenulata,MYB_4R,1
Vitis_amurensis,MYB_4R,1
Vitis_vinifera,MYB_4R,1
Vitis_riparia,MYB_4R,0
Vitis_rotundifolia,MYB_4R,1
Punica_granatum,MYB_4R,0
Corymbia_citriodora,MYB_4R,1
Eucalyptus_grandis,MYB_4R,0
Sclerocarya_birrea,MYB_4R,2
Pistacia_vera,MYB_4R,1
Xanthoceras_sorbifolium,MYB_4R,1
Dimocarpus_longan,MYB_4R,1
Acer_yangbiense,MYB_4R,3
Acer_truncatum,MYB_4R,1
Toona_sinensis,MYB_4R,2
Atalantia_buxifolia,MYB_4R,0
Citrus_unshiu,MYB_4R,1
Citrus_ichangensis,MYB_4R,0
Citrus_clementina,MYB_4R,0
Poncirus_trifoliata,MYB_4R,0
Citrus_sinensis,MYB_4R,0
Citrus_grandis,MYB_4R,0
Citrus_medica,MYB_4R,2
Theobroma_cacao,MYB_4R,0
Bombax_ceiba,MYB_4R,2
Durio_zibethinus,MYB_4R,0
Corchorus_capsularis,MYB_4R,0
Corchorus_olitorius,MYB_4R,0
Hibiscus_syriacus,MYB_4R,0
Hibiscus_cannabinus,MYB_4R,3
Gossypioides_kirkii,MYB_4R,0
Gossypium_australe,MYB_4R,0
Gossypium_turneri,MYB_4R,0
Gossypium_raimondii,MYB_4R,1
Gossypium_longicalyx,MYB_4R,0
Gossypium_herbaceum,MYB_4R,0
Gossypium_arboreum,MYB_4R,0
Gossypium_barbadense,MYB_4R,0
Gossypium_tomentosum,MYB_4R,0
Gossypium_mustelinum,MYB_4R,0
Gossypium_hirsutum,MYB_4R,0
Gossypium_darwinii,MYB_4R,0
Moringa_oleifera,MYB_4R,0
Carica_papaya,MYB_4R,0
Tarenaya_hassleriana,MYB_4R,3
Microthlaspi_erraticum,MYB_4R,0
Eutrema_salsugineum,MYB_4R,1
Raphanus_raphanistrum,MYB_4R,3
Brassica_rapa,MYB_4R,2
Brassica_juncea,MYB_4R,15
Megacarpaea_delavayi,MYB_4R,1
Cardamine_hirsuta,MYB_4R,1
Arabidopsis_thaliana,MYB_4R,1
Camelina_sativa,MYB_4R,4
Capsella_grandiflora,MYB_4R,2
Capsella_rubella,MYB_4R,2
Lobularia_maritima,MYB_4R,0
Megadenia_pygmaea,MYB_4R,0
Raphanus_sativus,MYB_4R,1
Brassica_oleracea,MYB_4R,1
Brassica_napus,MYB_4R,3
Sinapis_alba,MYB_4R,2
Brassica_carinata,MYB_4R,2
Brassica_nigra,MYB_4R,1
Tripterygium_wilfordii,MYB_4R,0
Averrhoa_carambola,MYB_4R,0
Cephalotus_follicularis,MYB_4R,0
Kandelia_obovata,MYB_4R,0
Mercurialis_annua,MYB_4R,5
Hevea_brasiliensis,MYB_4R,0
Vernicia_fordii,MYB_4R,1
Passiflora_organensis,MYB_4R,32
Passiflora_edulis,MYB_4R,2
Salix_brachista,MYB_4R,2
Salix_suchowensis,MYB_4R,1
Populus_glandulosa_x_alba,MYB_4R,12
Populus_pruinosa,MYB_4R,2
Populus_euphratica,MYB_4R,0
Populus_trichocarpa,MYB_4R,1
Populus_tremula,MYB_4R,0
Populus_alba,MYB_4R,0
Faidherbia_albida,MYB_4R,2
Senna_tora,MYB_4R,1
Mimosa_pudica,MYB_4R,5
Lupinus_albus,MYB_4R,0
Ammopiptanthus_nanus,MYB_4R,0
Dalbergia_odorifera,MYB_4R,5
Aeschynomene_evenia,MYB_4R,0
Arachis_ipaensis,MYB_4R,0
Arachis_monticola,MYB_4R,2
Arachis_hypogaea,MYB_4R,2
Lotus_japonicus,MYB_4R,0
Pisum_sativum,MYB_4R,0
Trifolium_subterranum,MYB_4R,0
Trifolium_pratense,MYB_4R,2
Medicago_ruthenica,MYB_4R,1
Medicago_sativa,MYB_4R,1
Medicago_truncatula,MYB_4R,0
Medicago_polymorpha,MYB_4R,0
Spatholobus_suberectus,MYB_4R,0
Cajanus_cajan,MYB_4R,0
Amphicarpaea_edgeworthii,MYB_4R,0
Glycine_max,MYB_4R,0
Glycine_soja,MYB_4R,0
Vigna_subterranea,MYB_4R,5
Vigna_angularis,MYB_4R,1
Vigna_unguiculata,MYB_4R,1
Lablab_purpureus,MYB_4R,4
Phaseolus_lunatus,MYB_4R,1
Phaseolus_vulgaris,MYB_4R,0
Siraitia_grosvenorii,MYB_4R,0
Momordica_charantia,MYB_4R,0
Benincasa_hispida,MYB_4R,1
Cucumis_hystrix,MYB_4R,1
Cucurbita_argyrosperma,MYB_4R,1
Cucurbita_moschata,MYB_4R,1
Cucurbita_pepo,MYB_4R,1
Cucurbita_maxima,MYB_4R,1
Fagus_sylvatica,MYB_4R,4
Castanea_mollissima,MYB_4R,0
Quercus_suber,MYB_4R,1
Quercus_robur,MYB_4R,1
Quercus_lobata,MYB_4R,1
Morella_rubra,MYB_4R,1
Juglans_sigillata,MYB_4R,0
Juglans_regia,MYB_4R,0
Carya_cathayensis,MYB_4R,0
Carya_illinoinensis,MYB_4R,0
Casuarina_equisetifolia,MYB_4R,1
Betula_pendula,MYB_4R,1
Betula_platyphylla,MYB_4R,1
Carpinus_fangiana,MYB_4R,0
Corylus_heterophylla,MYB_4R,0
Corylus_mandshurica,MYB_4R,0
Ziziphus_jujuba,MYB_4R,0
Trema_orientalis,MYB_4R,1
Cannabis_sativa,MYB_4R,2
Humulus_lupulus,MYB_4R,2
Boehmeria_nivea,MYB_4R,2
Ficus_microcarpa,MYB_4R,2
Ficus_erecta,MYB_4R,0
Artocarpus_camansi,MYB_4R,3
Morus_notabilis,MYB_4R,0
Artocarpus_altilis,MYB_4R,1
Artocarpus_heterophyllus,MYB_4R,2
Rubus_chingii,MYB_4R,8
Rubus_occidentalis,MYB_4R,4
Rosa_rugosa,MYB_4R,0
Rosa_multiflora,MYB_4R,1
Rosa_chinensis,MYB_4R,0
Potentilla_micrantha,MYB_4R,0
Fragaria_viridis,MYB_4R,0
Fragaria_nubicola,MYB_4R,2
Fragaria_nilgerrensis,MYB_4R,5
Fragaria_iinumae,MYB_4R,2
Fragaria_vesca,MYB_4R,0
Malus_sylvestris,MYB_4R,3
Malus_sieversii,MYB_4R,5
Malus_baccata,MYB_4R,0
Malus_x_domestica,MYB_4R,1
Eriobotrya_japonica,MYB_4R,0
Pyrus_communis,MYB_4R,0
Pyrus_ussuriensis_x_communis,MYB_4R,0
Pyrus_betulifolia,MYB_4R,0
Prunus_yedoensis,MYB_4R,0
Prunus_armeniaca,MYB_4R,1
Prunus_sibirica,MYB_4R,1
Prunus_dulcis,MYB_4R,0
Prunus_persica,MYB_4R,0
Prunus_domestica,MYB_4R,1
Prunus_salicina,MYB_4R,0
Prunus_mandshurica,MYB_4R,0
Prunus_mume,MYB_4R,0
